,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
1053,1054,22,"['Notre-Dame Cathedral', 'Colosseum', 'Red Fort', 'Golden Gate Bridge', 'Banff National Park']",122,1577,Snowy,Medium,High,,"['Notre-Dame Cathedral', 'Colosseum', 'Red Fort', 'Golden Gate Bridge', 'Banff National Park']",3,65,Male,India,Friends,High,Adventure,Taxi
1054,1055,43,"['Great Wall of China', 'Times Square', 'Statue of Liberty', 'Kyoto Temples']",316,2697,Cloudy,Medium,Medium,,"['Great Wall of China', 'Times Square', 'Statue of Liberty', 'Kyoto Temples']",4,32,Female,China,Friends,Medium,Food,Walk
1055,1056,24,"['Great Wall of China', 'Notre-Dame Cathedral', 'Taj Mahal', 'Red Fort', 'Kyoto Temples']",314,9784,Rainy,High,Medium,,"['Great Wall of China', 'Notre-Dame Cathedral', 'Taj Mahal', 'Red Fort', 'Kyoto Temples']",5,67,Female,Japan,Family,Medium,Shopping,Walk
1056,1057,46,"['Sistine Chapel', 'Roman Forum', 'Statue of Liberty', 'Venice Canals', 'Budapest Parliament', 'Machu Picchu Citadel', 'Iguazu Falls']",427,8127,Snowy,Medium,Medium,,"['Sistine Chapel', 'Roman Forum', 'Statue of Liberty', 'Venice Canals', 'Budapest Parliament', 'Machu Picchu Citadel', 'Iguazu Falls']",1,44,Female,USA,Family,High,Cultural,Taxi
1057,1058,57,"['Great Wall of China', 'Roman Forum', 'Pyramids of Giza', 'Acropolis of Athens', 'Florence Cathedral']",562,1613,Rainy,Medium,Medium,Festival,"['Great Wall of China', 'Roman Forum', 'Pyramids of Giza', 'Acropolis of Athens', 'Florence Cathedral']",4,46,Male,Japan,Family,Low,Nature,Bike
1058,1059,39,"['Pyramids of Giza', 'Statue of Liberty', 'Kruger National Park', 'Prague Castle', 'Grand Canyon']",507,7287,Cloudy,Medium,High,,"['Pyramids of Giza', 'Statue of Liberty', 'Kruger National Park', 'Prague Castle', 'Grand Canyon']",1,51,Female,India,Group,Low,Nature,Car
1059,1060,80,"['Notre-Dame Cathedral', 'Amber Fort', 'Kyoto Temples']",159,4231,Snowy,Medium,Low,,"['Notre-Dame Cathedral', 'Amber Fort', 'Kyoto Temples']",1,67,Male,UK,Family,Medium,Food,Walk
1060,1061,171,"['Notre-Dame Cathedral', 'Roman Forum', 'Times Square', 'Machu Picchu', 'Taj Mahal', 'Banff National Park', 'Grand Canyon']",404,2345,Sunny,High,High,Festival,"['Notre-Dame Cathedral', 'Roman Forum', 'Times Square', 'Machu Picchu', 'Taj Mahal', 'Banff National Park', 'Grand Canyon']",5,30,Other,Germany,Solo,Medium,Nature,Walk
1061,1062,181,"['Louvre Museum', 'Roman Forum', 'Taj Mahal', 'Acropolis of Athens', 'Grand Canyon', 'Victoria Falls']",335,6938,Cloudy,High,Medium,,"['Louvre Museum', 'Roman Forum', 'Taj Mahal', 'Acropolis of Athens', 'Grand Canyon', 'Victoria Falls']",3,69,Male,Germany,Friends,Low,Food,Taxi
1062,1063,34,"['Colosseum', 'Pyramid of the Sun', 'Acropolis of Athens', 'Dubrovnik Old Town']",274,9711,Cloudy,High,Low,,"['Colosseum', 'Pyramid of the Sun', 'Acropolis of Athens', 'Dubrovnik Old Town']",1,29,Male,China,Friends,High,Shopping,Train
1063,1064,23,"['Statue of David', 'Forbidden City', 'Pyramids of Giza', 'Taj Mahal', 'Red Fort', 'Golden Gate Bridge', 'Iguazu Falls']",187,5829,Sunny,High,High,Festival,"['Statue of David', 'Forbidden City', 'Pyramids of Giza', 'Taj Mahal', 'Red Fort', 'Golden Gate Bridge', 'Iguazu Falls']",2,61,Other,USA,Family,Low,Relaxation,Taxi
1064,1065,51,"['Terracotta Army', 'Statue of Liberty', 'Golden Gate Bridge', 'Budapest Parliament', 'Grand Canyon']",299,917,Snowy,High,Low,Holiday,"['Terracotta Army', 'Statue of Liberty', 'Golden Gate Bridge', 'Budapest Parliament', 'Grand Canyon']",3,38,Female,China,Solo,Medium,Adventure,Taxi
1065,1066,145,"['Central Park', 'Table Mountain', 'Prague Castle', 'Dubrovnik Old Town', 'Victoria Falls']",296,3424,Sunny,High,Medium,Holiday,"['Central Park', 'Table Mountain', 'Prague Castle', 'Dubrovnik Old Town', 'Victoria Falls']",5,36,Female,Japan,Group,High,Shopping,Train
1066,1067,176,"['Eiffel Tower', ""St. Peter's Basilica"", 'Uluru']",310,8776,Snowy,Medium,Low,Festival,"['Eiffel Tower', ""St. Peter's Basilica"", 'Uluru']",4,31,Other,China,Group,High,Relaxation,Taxi
1067,1068,178,"['Roman Forum', 'Statue of David', 'Uffizi Gallery', 'Christ the Redeemer', 'Yellowstone National Park', 'Iguazu Falls', 'Berlin Wall']",215,4140,Sunny,High,Medium,,"['Roman Forum', 'Statue of David', 'Uffizi Gallery', 'Christ the Redeemer', 'Yellowstone National Park', 'Iguazu Falls', 'Berlin Wall']",4,25,Male,Japan,Friends,Low,Food,Walk
1068,1069,29,"['Roman Forum', 'Times Square', 'Forbidden City', 'Amber Fort', 'Leaning Tower of Pisa', 'Dubrovnik Old Town']",172,9654,Sunny,Medium,Low,Holiday,"['Roman Forum', 'Times Square', 'Forbidden City', 'Amber Fort', 'Leaning Tower of Pisa', 'Dubrovnik Old Town']",3,40,Other,China,Friends,Medium,Cultural,Taxi
1069,1070,81,"['Central Park', 'Banff National Park', 'Mount Fuji']",327,1552,Snowy,Low,Low,,"['Central Park', 'Banff National Park', 'Mount Fuji']",4,64,Female,France,Group,High,Adventure,Train
1070,1071,119,"['Statue of David', 'Temple of Karnak', 'Budapest Parliament', 'Yellowstone National Park']",162,1584,Sunny,High,Medium,Holiday,"['Statue of David', 'Temple of Karnak', 'Budapest Parliament', 'Yellowstone National Park']",2,30,Other,India,Solo,Medium,Cultural,Bike
1071,1072,62,"['Great Barrier Reef', 'Amber Fort', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Berlin Wall']",398,7418,Rainy,Medium,High,,"['Great Barrier Reef', 'Amber Fort', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Berlin Wall']",4,19,Other,China,Solo,Low,Food,Car
1072,1073,142,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Venice Canals', 'Bora Bora', 'Prague Castle', 'Berlin Wall']",418,9069,Snowy,Medium,Medium,Holiday,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Venice Canals', 'Bora Bora', 'Prague Castle', 'Berlin Wall']",2,42,Male,China,Solo,Low,Shopping,Car
1073,1074,143,"[""St. Peter's Basilica"", 'Great Wall of China', 'Machu Picchu', 'Uluru', 'Amber Fort', 'Budapest Parliament', 'Grand Canyon']",292,598,Snowy,High,High,Holiday,"[""St. Peter's Basilica"", 'Great Wall of China', 'Machu Picchu', 'Uluru', 'Amber Fort', 'Budapest Parliament', 'Grand Canyon']",1,49,Male,France,Group,Medium,Nature,Car
1074,1075,34,"['Terracotta Army', 'Uluru', 'Amber Fort', 'Budapest Parliament', 'Berlin Wall']",227,8299,Sunny,Medium,Low,Festival,"['Terracotta Army', 'Uluru', 'Amber Fort', 'Budapest Parliament', 'Berlin Wall']",2,29,Male,China,Friends,High,Shopping,Train
1075,1076,9,"['Pyramid of the Sun', 'Great Wall of China', 'Christ the Redeemer', 'Pyramids of Giza', 'Golden Gate Bridge', 'Table Mountain', 'Grand Canyon']",124,7224,Sunny,Low,Medium,Festival,"['Pyramid of the Sun', 'Great Wall of China', 'Christ the Redeemer', 'Pyramids of Giza', 'Golden Gate Bridge', 'Table Mountain', 'Grand Canyon']",4,53,Female,Japan,Family,High,Shopping,Car
1076,1077,143,"['Statue of David', 'Machu Picchu', 'Acropolis of Athens', 'Table Mountain', 'Bora Bora', 'Machu Picchu Citadel']",510,8433,Cloudy,High,Low,Holiday,"['Statue of David', 'Machu Picchu', 'Acropolis of Athens', 'Table Mountain', 'Bora Bora', 'Machu Picchu Citadel']",4,49,Male,France,Group,Medium,Nature,Car
1077,1078,200,"['Temple of Karnak', 'Leaning Tower of Pisa', 'Kruger National Park']",404,5809,Snowy,Medium,High,Festival,"['Temple of Karnak', 'Leaning Tower of Pisa', 'Kruger National Park']",4,23,Female,India,Group,High,Food,Bus
1078,1079,30,"['Notre-Dame Cathedral', 'Great Wall of China', 'Machu Picchu', 'Acropolis of Athens', 'Table Mountain', 'Machu Picchu Citadel']",549,6585,Sunny,High,Low,Festival,"['Notre-Dame Cathedral', 'Great Wall of China', 'Machu Picchu', 'Acropolis of Athens', 'Table Mountain', 'Machu Picchu Citadel']",2,25,Male,India,Solo,Low,Shopping,Train
1079,1080,148,"[""St. Peter's Basilica"", 'Great Wall of China', 'Uluru', 'Statue of Liberty', 'Venice Canals', 'Dubrovnik Old Town', 'Victoria Falls']",494,4742,Sunny,Medium,High,Holiday,"[""St. Peter's Basilica"", 'Great Wall of China', 'Uluru', 'Statue of Liberty', 'Venice Canals', 'Dubrovnik Old Town', 'Victoria Falls']",5,51,Male,India,Solo,Low,Cultural,Walk
1080,1081,103,"['Great Wall of China', 'Eiffel Tower', ""St. Peter's Basilica"", 'Colosseum', 'Central Park', 'Iguazu Falls', 'Berlin Wall']",436,7796,Cloudy,Medium,Low,Holiday,"['Great Wall of China', 'Eiffel Tower', ""St. Peter's Basilica"", 'Colosseum', 'Central Park', 'Iguazu Falls', 'Berlin Wall']",5,47,Female,USA,Family,Low,Shopping,Walk
1081,1082,3,"['Roman Forum', 'Kyoto Temples', 'Bora Bora', 'Dubrovnik Old Town', 'Victoria Falls']",446,1701,Cloudy,High,High,Holiday,"['Roman Forum', 'Kyoto Temples', 'Bora Bora', 'Dubrovnik Old Town', 'Victoria Falls']",3,19,Other,USA,Friends,High,Adventure,Taxi
1082,1083,147,"['Eiffel Tower', 'Roman Forum', 'Pyramid of the Sun', 'Uluru', 'Banff National Park', 'Santorini']",277,9184,Rainy,Low,Low,Festival,"['Eiffel Tower', 'Roman Forum', 'Pyramid of the Sun', 'Uluru', 'Banff National Park', 'Santorini']",5,19,Other,Japan,Friends,High,Nature,Walk
1083,1084,33,"['Colosseum', 'Central Park', 'Uffizi Gallery', 'Red Fort', 'Berlin Wall']",462,8419,Cloudy,Medium,High,Festival,"['Colosseum', 'Central Park', 'Uffizi Gallery', 'Red Fort', 'Berlin Wall']",3,26,Male,USA,Friends,High,Food,Walk
1084,1085,41,"['Forbidden City', 'Temple of Karnak', 'Victoria Falls']",213,1926,Sunny,Low,High,Holiday,"['Forbidden City', 'Temple of Karnak', 'Victoria Falls']",2,29,Female,Germany,Friends,High,Shopping,Train
1085,1086,104,"['Notre-Dame Cathedral', 'Statue of David', 'Pyramid of the Sun', 'Prague Castle']",349,5137,Snowy,Medium,Low,Festival,"['Notre-Dame Cathedral', 'Statue of David', 'Pyramid of the Sun', 'Prague Castle']",2,51,Male,India,Group,Medium,Shopping,Bus
1086,1087,153,"['Statue of David', 'Great Wall of China', 'Leaning Tower of Pisa', 'Victoria Falls']",427,6675,Snowy,Medium,Low,,"['Statue of David', 'Great Wall of China', 'Leaning Tower of Pisa', 'Victoria Falls']",5,20,Female,USA,Group,Low,Shopping,Walk
1087,1088,148,"['Colosseum', 'Uffizi Gallery', 'Leaning Tower of Pisa', 'Victoria Falls']",439,3551,Snowy,Low,High,Holiday,"['Colosseum', 'Uffizi Gallery', 'Leaning Tower of Pisa', 'Victoria Falls']",5,51,Male,India,Solo,Low,Cultural,Walk
1088,1089,122,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Christ the Redeemer', 'Amber Fort']",583,9435,Cloudy,Low,Medium,Festival,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Christ the Redeemer', 'Amber Fort']",3,34,Other,China,Friends,Low,Relaxation,Bike
1089,1090,148,"['Central Park', 'Venice Canals', 'Rocky Mountains', 'Grand Canyon', 'Yellowstone National Park']",411,2354,Cloudy,High,Medium,,"['Central Park', 'Venice Canals', 'Rocky Mountains', 'Grand Canyon', 'Yellowstone National Park']",4,51,Male,India,Solo,Low,Cultural,Walk
1090,1091,171,"['Central Park', 'Taj Mahal', 'Venice Canals', 'Prague Castle', 'Grand Canyon']",337,1752,Cloudy,High,High,Festival,"['Central Park', 'Taj Mahal', 'Venice Canals', 'Prague Castle', 'Grand Canyon']",1,30,Other,Germany,Solo,Medium,Nature,Walk
1091,1092,28,"['Roman Forum', 'Forbidden City', 'Kyoto Temples']",490,2507,Cloudy,High,High,Festival,"['Roman Forum', 'Forbidden City', 'Kyoto Temples']",5,32,Female,China,Solo,Low,Shopping,Train
1092,1093,178,"[""St. Peter's Basilica"", 'Central Park', 'Amber Fort', 'Mount Fuji', 'Bora Bora', 'Yellowstone National Park', 'Machu Picchu Citadel']",367,5858,Rainy,High,Low,Holiday,"[""St. Peter's Basilica"", 'Central Park', 'Amber Fort', 'Mount Fuji', 'Bora Bora', 'Yellowstone National Park', 'Machu Picchu Citadel']",2,25,Male,Japan,Friends,Low,Food,Walk
1093,1094,39,"['Taj Mahal', 'Venice Canals', 'Florence Cathedral']",286,3739,Snowy,Low,Medium,,"['Taj Mahal', 'Venice Canals', 'Florence Cathedral']",3,51,Female,India,Group,Low,Nature,Car
1094,1095,23,"['Great Wall of China', 'Machu Picchu', 'Prague Castle']",262,2613,Snowy,High,Medium,Holiday,"['Great Wall of China', 'Machu Picchu', 'Prague Castle']",4,61,Other,USA,Family,Low,Relaxation,Taxi
1095,1096,23,"['Central Park', 'Florence Cathedral', 'Iguazu Falls']",539,8487,Snowy,Medium,Medium,Holiday,"['Central Park', 'Florence Cathedral', 'Iguazu Falls']",5,61,Other,USA,Family,Low,Relaxation,Taxi
1096,1097,109,"['Uffizi Gallery', 'Terracotta Army', 'Uluru', 'Venice Canals', 'Banff National Park', 'Kyoto Temples']",597,2967,Cloudy,Medium,Low,Holiday,"['Uffizi Gallery', 'Terracotta Army', 'Uluru', 'Venice Canals', 'Banff National Park', 'Kyoto Temples']",4,40,Male,USA,Family,Low,Food,Car
1097,1098,169,"['Eiffel Tower', ""St. Peter's Basilica"", 'Great Wall of China', 'Terracotta Army', 'Statue of Liberty', 'Machu Picchu Citadel']",319,1659,Sunny,High,High,Festival,"['Eiffel Tower', ""St. Peter's Basilica"", 'Great Wall of China', 'Terracotta Army', 'Statue of Liberty', 'Machu Picchu Citadel']",2,45,Other,France,Friends,High,Adventure,Taxi
1098,1099,28,"['Great Wall of China', 'Louvre Museum', 'Golden Gate Bridge']",224,3327,Sunny,Medium,High,Holiday,"['Great Wall of China', 'Louvre Museum', 'Golden Gate Bridge']",5,32,Female,China,Solo,Low,Shopping,Train
1099,1100,156,"['Sistine Chapel', 'Central Park', 'Sagrada Familia', 'Prague Castle', 'Grand Canyon']",409,1464,Cloudy,Low,Medium,Holiday,"['Sistine Chapel', 'Central Park', 'Sagrada Familia', 'Prague Castle', 'Grand Canyon']",1,34,Other,India,Group,Medium,Nature,Bus
1100,1101,112,"['Leaning Tower of Pisa', 'Santorini', 'Budapest Parliament', 'Berlin Wall']",573,2166,Cloudy,High,Low,,"['Leaning Tower of Pisa', 'Santorini', 'Budapest Parliament', 'Berlin Wall']",3,46,Female,USA,Friends,Low,Food,Train
1101,1102,160,"['Central Park', 'Taj Mahal', 'Golden Gate Bridge', 'Yellowstone National Park', 'Iguazu Falls']",264,9386,Sunny,Low,Low,,"['Central Park', 'Taj Mahal', 'Golden Gate Bridge', 'Yellowstone National Park', 'Iguazu Falls']",4,43,Female,Germany,Friends,Low,Food,Taxi
1102,1103,144,"['Uffizi Gallery', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Prague Castle']",528,2075,Sunny,High,High,Festival,"['Uffizi Gallery', 'Great Wall of China', 'Machu Picchu', 'Pyramids of Giza', 'Prague Castle']",4,43,Male,Japan,Solo,High,Shopping,Walk
1103,1104,158,"['Terracotta Army', 'Rocky Mountains', 'Kyoto Temples']",525,8320,Cloudy,Medium,High,Holiday,"['Terracotta Army', 'Rocky Mountains', 'Kyoto Temples']",3,40,Other,India,Group,Medium,Adventure,Train
1104,1105,76,"[""St. Peter's Basilica"", 'Sydney Opera House', 'Temple of Karnak', 'Red Fort', 'Venice Canals', 'Mount Fuji', 'Iguazu Falls']",245,6396,Sunny,Medium,High,,"[""St. Peter's Basilica"", 'Sydney Opera House', 'Temple of Karnak', 'Red Fort', 'Venice Canals', 'Mount Fuji', 'Iguazu Falls']",1,66,Female,Japan,Solo,Low,Nature,Walk
1105,1106,19,"['Eiffel Tower', 'Louvre Museum', 'Notre-Dame Cathedral', 'Taj Mahal', 'Dubrovnik Old Town']",168,2186,Cloudy,Low,Medium,Holiday,"['Eiffel Tower', 'Louvre Museum', 'Notre-Dame Cathedral', 'Taj Mahal', 'Dubrovnik Old Town']",3,32,Male,UK,Family,High,Nature,Train
1106,1107,175,"['Notre-Dame Cathedral', 'Uluru', 'Rocky Mountains', 'Table Mountain']",270,3009,Cloudy,Low,Medium,,"['Notre-Dame Cathedral', 'Uluru', 'Rocky Mountains', 'Table Mountain']",1,46,Female,UK,Family,High,Cultural,Train
1107,1108,82,"['Great Wall of China', 'Sistine Chapel', ""St. Peter's Basilica"", 'Great Wall of China', 'Machu Picchu', 'Leaning Tower of Pisa', 'Machu Picchu Citadel']",354,6683,Snowy,High,Medium,Holiday,"['Great Wall of China', 'Sistine Chapel', ""St. Peter's Basilica"", 'Great Wall of China', 'Machu Picchu', 'Leaning Tower of Pisa', 'Machu Picchu Citadel']",4,38,Female,France,Friends,Low,Food,Bike
1108,1109,176,"['Roman Forum', 'Banff National Park', 'Table Mountain', 'Berlin Wall']",164,2947,Rainy,Low,Low,,"['Roman Forum', 'Banff National Park', 'Table Mountain', 'Berlin Wall']",2,31,Other,China,Group,High,Relaxation,Taxi
1109,1110,42,"['Colosseum', 'Roman Forum', 'Pyramids of Giza', 'Florence Cathedral', 'Banff National Park', 'Kruger National Park']",463,1827,Cloudy,Low,High,,"['Colosseum', 'Roman Forum', 'Pyramids of Giza', 'Florence Cathedral', 'Banff National Park', 'Kruger National Park']",3,23,Female,UK,Family,Medium,Adventure,Bus
1110,1111,18,"['Eiffel Tower', 'Statue of David', 'Forbidden City', 'Bora Bora']",190,8472,Rainy,Low,Low,Festival,"['Eiffel Tower', 'Statue of David', 'Forbidden City', 'Bora Bora']",5,38,Other,India,Group,High,Adventure,Bike
1111,1112,140,"['Times Square', 'Banff National Park', 'Prague Castle', 'Grand Canyon']",464,906,Sunny,High,Medium,Festival,"['Times Square', 'Banff National Park', 'Prague Castle', 'Grand Canyon']",5,54,Other,China,Solo,High,Food,Bike
1112,1113,101,"['Central Park', 'Statue of David', 'Banff National Park', 'Table Mountain', 'Kyoto Temples', 'Iguazu Falls']",542,1325,Rainy,Medium,High,,"['Central Park', 'Statue of David', 'Banff National Park', 'Table Mountain', 'Kyoto Temples', 'Iguazu Falls']",1,44,Male,France,Group,High,Shopping,Walk
1113,1114,73,"['Great Wall of China', 'Pyramids of Giza', 'Temple of Karnak', 'Red Fort', 'Golden Gate Bridge', 'Venice Canals']",559,3365,Cloudy,Medium,Low,,"['Great Wall of China', 'Pyramids of Giza', 'Temple of Karnak', 'Red Fort', 'Golden Gate Bridge', 'Venice Canals']",2,41,Female,UK,Friends,High,Nature,Taxi
1114,1115,87,"['Machu Picchu', 'Rocky Mountains', 'Bora Bora', 'Iguazu Falls']",281,7942,Rainy,Low,Low,,"['Machu Picchu', 'Rocky Mountains', 'Bora Bora', 'Iguazu Falls']",5,31,Female,Japan,Friends,Low,Food,Bus
1115,1116,111,"['Great Wall of China', 'Machu Picchu', 'Christ the Redeemer', 'Statue of Liberty', 'Banff National Park', 'Kruger National Park', 'Grand Canyon']",527,4320,Cloudy,High,Medium,,"['Great Wall of China', 'Machu Picchu', 'Christ the Redeemer', 'Statue of Liberty', 'Banff National Park', 'Kruger National Park', 'Grand Canyon']",4,45,Female,Japan,Solo,Medium,Shopping,Car
1116,1117,10,"['Louvre Museum', 'Pyramid of the Sun', 'Temple of Karnak', 'Statue of Liberty', 'Venice Canals', 'Florence Cathedral', 'Table Mountain']",398,5074,Cloudy,High,High,Holiday,"['Louvre Museum', 'Pyramid of the Sun', 'Temple of Karnak', 'Statue of Liberty', 'Venice Canals', 'Florence Cathedral', 'Table Mountain']",5,46,Male,India,Family,High,Food,Train
1117,1118,186,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Colosseum', 'Uluru', 'Statue of Liberty']",124,834,Snowy,Low,Low,Festival,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Colosseum', 'Uluru', 'Statue of Liberty']",2,56,Female,China,Family,Low,Shopping,Walk
1118,1119,165,"['Statue of David', 'Great Barrier Reef', 'Sagrada Familia', 'Banff National Park', 'Grand Canyon']",481,2540,Rainy,Medium,Medium,Festival,"['Statue of David', 'Great Barrier Reef', 'Sagrada Familia', 'Banff National Park', 'Grand Canyon']",4,68,Male,UK,Friends,Medium,Nature,Walk
1119,1120,79,"['Times Square', 'Machu Picchu', 'Pyramids of Giza', 'Red Fort', 'Venice Canals']",452,6606,Sunny,High,High,Festival,"['Times Square', 'Machu Picchu', 'Pyramids of Giza', 'Red Fort', 'Venice Canals']",5,20,Male,France,Friends,Low,Adventure,Taxi
1120,1121,180,"['Great Wall of China', 'Forbidden City', 'Great Barrier Reef', 'Amber Fort', 'Machu Picchu Citadel', 'Iguazu Falls']",451,6898,Rainy,Low,Medium,,"['Great Wall of China', 'Forbidden City', 'Great Barrier Reef', 'Amber Fort', 'Machu Picchu Citadel', 'Iguazu Falls']",4,38,Female,France,Solo,Low,Relaxation,Train
1121,1122,11,"['Great Wall of China', ""St. Peter's Basilica"", 'Uluru', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Kruger National Park', 'Yellowstone National Park']",458,8868,Sunny,Medium,High,Festival,"['Great Wall of China', ""St. Peter's Basilica"", 'Uluru', 'Sagrada Familia', 'Leaning Tower of Pisa', 'Kruger National Park', 'Yellowstone National Park']",2,19,Female,UK,Friends,Medium,Food,Taxi
1122,1123,25,"['Great Barrier Reef', 'Venice Canals', 'Iguazu Falls']",450,2615,Snowy,Low,High,Holiday,"['Great Barrier Reef', 'Venice Canals', 'Iguazu Falls']",1,58,Female,Germany,Family,Medium,Adventure,Bike
1123,1124,106,"['Notre-Dame Cathedral', 'Central Park', 'Times Square', 'Sagrada Familia', 'Golden Gate Bridge', 'Florence Cathedral', 'Victoria Falls']",375,6960,Sunny,Medium,High,Holiday,"['Notre-Dame Cathedral', 'Central Park', 'Times Square', 'Sagrada Familia', 'Golden Gate Bridge', 'Florence Cathedral', 'Victoria Falls']",4,52,Female,India,Group,Low,Adventure,Car
1124,1125,42,"['Colosseum', 'Times Square', 'Forbidden City', 'Uluru', 'Pyramids of Giza']",226,9932,Rainy,Medium,Medium,Holiday,"['Colosseum', 'Times Square', 'Forbidden City', 'Uluru', 'Pyramids of Giza']",2,23,Female,UK,Family,Medium,Adventure,Bus
1125,1126,149,"[""St. Peter's Basilica"", 'Great Wall of China', 'Yellowstone National Park', 'Dubrovnik Old Town']",385,2286,Cloudy,Medium,High,,"[""St. Peter's Basilica"", 'Great Wall of China', 'Yellowstone National Park', 'Dubrovnik Old Town']",3,36,Female,China,Family,High,Food,Bus
1126,1127,173,"['Roman Forum', 'Pyramid of the Sun', 'Acropolis of Athens', 'Florence Cathedral', 'Banff National Park', 'Berlin Wall']",511,2471,Rainy,Medium,High,,"['Roman Forum', 'Pyramid of the Sun', 'Acropolis of Athens', 'Florence Cathedral', 'Banff National Park', 'Berlin Wall']",5,70,Male,China,Solo,Medium,Food,Bike
1127,1128,107,"['Roman Forum', 'Central Park', 'Venice Canals', 'Banff National Park', 'Rocky Mountains', 'Kyoto Temples', 'Bora Bora']",263,9276,Sunny,Low,Medium,Festival,"['Roman Forum', 'Central Park', 'Venice Canals', 'Banff National Park', 'Rocky Mountains', 'Kyoto Temples', 'Bora Bora']",4,39,Female,UK,Family,High,Food,Car
1128,1129,19,"['Notre-Dame Cathedral', 'Central Park', 'Uffizi Gallery', 'Pyramid of the Sun', 'Pyramids of Giza', 'Red Fort', 'Prague Castle']",382,9889,Rainy,Medium,Low,Festival,"['Notre-Dame Cathedral', 'Central Park', 'Uffizi Gallery', 'Pyramid of the Sun', 'Pyramids of Giza', 'Red Fort', 'Prague Castle']",3,32,Male,UK,Family,High,Nature,Train
1129,1130,142,"['Notre-Dame Cathedral', 'Amber Fort', 'Florence Cathedral', 'Budapest Parliament', 'Yellowstone National Park']",139,3995,Rainy,Low,High,Festival,"['Notre-Dame Cathedral', 'Amber Fort', 'Florence Cathedral', 'Budapest Parliament', 'Yellowstone National Park']",3,42,Male,China,Solo,Low,Shopping,Car
1130,1131,136,"[""St. Peter's Basilica"", 'Amber Fort', 'Venice Canals']",183,2815,Snowy,Low,Low,,"[""St. Peter's Basilica"", 'Amber Fort', 'Venice Canals']",5,62,Male,Germany,Family,High,Relaxation,Bike
1131,1132,121,"['Uffizi Gallery', 'Forbidden City', 'Terracotta Army', 'Sydney Opera House', 'Bora Bora', 'Victoria Falls']",402,7955,Cloudy,Medium,Low,Holiday,"['Uffizi Gallery', 'Forbidden City', 'Terracotta Army', 'Sydney Opera House', 'Bora Bora', 'Victoria Falls']",4,28,Other,Germany,Family,Medium,Adventure,Car
1132,1133,25,"['Central Park', 'Uffizi Gallery', 'Venice Canals', 'Leaning Tower of Pisa', 'Prague Castle']",182,1867,Sunny,High,Medium,Festival,"['Central Park', 'Uffizi Gallery', 'Venice Canals', 'Leaning Tower of Pisa', 'Prague Castle']",5,58,Female,Germany,Family,Medium,Adventure,Bike
1133,1134,42,"['Colosseum', 'Times Square', 'Christ the Redeemer', 'Leaning Tower of Pisa']",354,4423,Rainy,High,Medium,,"['Colosseum', 'Times Square', 'Christ the Redeemer', 'Leaning Tower of Pisa']",4,23,Female,UK,Family,Medium,Adventure,Bus
1134,1135,137,"['Great Wall of China', 'Times Square', 'Amber Fort', 'Yellowstone National Park', 'Iguazu Falls']",280,9531,Sunny,Medium,High,Festival,"['Great Wall of China', 'Times Square', 'Amber Fort', 'Yellowstone National Park', 'Iguazu Falls']",2,35,Female,China,Solo,High,Cultural,Car
1135,1136,13,"['Louvre Museum', 'Terracotta Army', 'Christ the Redeemer', 'Statue of Liberty', 'Grand Canyon']",407,6771,Sunny,Low,High,Holiday,"['Louvre Museum', 'Terracotta Army', 'Christ the Redeemer', 'Statue of Liberty', 'Grand Canyon']",4,44,Female,France,Friends,High,Food,Bike
1136,1137,9,"['Eiffel Tower', 'Forbidden City', 'Sydney Opera House', 'Mount Fuji', 'Machu Picchu Citadel', 'Dubrovnik Old Town']",534,6181,Rainy,Medium,Medium,,"['Eiffel Tower', 'Forbidden City', 'Sydney Opera House', 'Mount Fuji', 'Machu Picchu Citadel', 'Dubrovnik Old Town']",1,53,Female,Japan,Family,High,Shopping,Car
1137,1138,145,"['Great Wall of China', 'Sistine Chapel', 'Great Wall of China', 'Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Machu Picchu Citadel']",569,3876,Sunny,Low,Medium,,"['Great Wall of China', 'Sistine Chapel', 'Great Wall of China', 'Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Machu Picchu Citadel']",3,36,Female,Japan,Group,High,Shopping,Train
